,id,ScreenName,Location,date,text,label
2554,2554,47506,"Rome, Italy",14-03-2020,"Informal workers, have been the engine of economic growth in many countries. Now they are hit hard by #CoronavirusPandemic. They deserve to take paid sick days. It's the right thing to do &amp; it's economically sensible and ethical. https://t.co/z4tWHF1Z6x",1
2555,2555,47507,"Los Angeles, CA",14-03-2020,I understand this is a stressful &amp; uncertain time for people in L.A. &amp; all over the world as we respond to COVID-19 &amp; work to keep our communities safe. We're hearing reports of misinformation. Please stick to trusted news sources &amp; gov agencies such as @LAPublicHealth &amp; @CDCgov.,1
2558,2558,47510,"San Francisco, CA",14-03-2020,"In reading a German friend's COVID-19 update, I ran into a new word and instantly suspected its meaning. Yes, ""HamsterkÃ¤ufe"" means ""panic buying,"" and yes, the ""Hamster"" part is because of the fluffy, scared little animals that shove food in their cheeks. German is so great. https://t.co/JGzd2uZWcz",1
2562,2562,47514,San Francisco Bay Area,14-03-2020,"I understand that this virus is not to be taken lightly but people are acting like itÂs a zombie apocalypse. This is the water aisle at my local grocery store. 

Stay safe but please donÂt panic. WeÂll get through this together. #panicbuying #COVID2019 #CoronaAlert https://t.co/qHzfn1Jtrw",1
2568,2568,47520,,14-03-2020,finding hand sanitizer at the supermarket #Covid_19 https://t.co/ko5oKVAWIu,1
2570,2570,47522,"California, USA",14-03-2020,"Pals, @VTTeddyBear has shut down their retail store/tours due to #coronavirus. HoomÂs friend sent her this pic: ÂJohnson the Pajama Llama is in charge of the Teddy Bear Store until their humans return. They are in good hands.Â? (online shopping still available)????? https://t.co/eAs5lMX9bD",1
2571,2571,47523,United States,14-03-2020,Stores selling out due to #panicbuying? Amazon has food in stock! Welch's Fruit Snacks https://t.co/zA9EwFR7U3 #ad #coronavirus #virus #CoronavirusOutbreak #wuhanvirus #CoronavirusUSA #pandemic #SARSCoV2 #Covid_19 #CoronaOutbreak #COVID19 #CoronavirusPandemic #coronapocalypse,1
2572,2572,47524,United States,14-03-2020,Stores selling out due to #panicbuying? Amazon has food in stock! Pepperidge Farm Goldfish  Variety Pack Crackers https://t.co/pzKHVlV6pu #ad #coronavirus #CoronavirusOutbreak #CoronavirusUSA #pandemic #SARSCoV2 #china #wuhan #flu #CoronaOutbreak #COVID19 #coronapocalypse,1
2573,2573,47525,United States,14-03-2020,"Stores selling out due to #panicbuying? Amazon has food in stock!
 Nabisco Cookies Variety Pack https://t.co/dzAhiSqlcP #ad #coronavirus #CoronavirusOutbreak #COVID2019 #wuhanvirus #CoronavirusUSA #pandemic #SARSCoV2 #china #wuhan #flu #CoronaOutbreak #COVID19 #coronapocalypse",1
2574,2574,47526,AndalucÃ­a,14-03-2020,"Went to the supermarket today. No fresh veg, bread or meat. Managed to buy dog food, wine and HÃ¤agen Dazs Salted Caramel ice cream though, so all is well. #COVID?19 #Covid_19 #coronavirus #coronavirusEspana https://t.co/nRnfAzHbp8",1
2575,2575,47527,"West Midlands, England",14-03-2020,"At times like these you find out who the good people are.

?People donating money/food to those in a less fortunate position then they are.

?People buying the items that are in demand/shortage to sell on to the highest bidder.

#coronavirus #Covid19Kindness",1
2577,2577,47529,"North East, England",14-03-2020,"HereÂs a list of all @WEFoodbank Drop-Off points across the NE &amp; all donations are greatly appreciated at this unchartered time. Thanks.?

ThereÂs a new WishList &amp; online Supermarket shopping can be sent for delivery during @WEFoodbank opening hours at these addresses:

#NUFC ? https://t.co/bgAyCPH4N0 https://t.co/oMI76q8Duu",1
2580,2580,47532,,14-03-2020,Headed into the grocery store. Wish me luck #COVID2019,1
2581,2581,47533,mitchell.natasha @ abc.net.au,14-03-2020,"Time to share extra kindness, warmth, humour, support in interactions with supermarket staff everywhere.  They are under seige on a very strange frontline in shops right now...feeling for them. Hug. 
#Covid_19 #COVID19Aus #COVID2019",1
2584,2584,47536,"Omaha, NE",14-03-2020,Best take IÂve heard so far today-as IÂm driving into work someone calls into whatever radio show is on and says ÂItÂs 630 in the morning and IÂm at the grocery store where a lady is yelling about no hand sanitizer. Meanwhile there is still PLENTY of soap.Â #priorities #Covid_19,1
2588,2588,47540,United States,14-03-2020,"Happy Saturday? Friends, while we are sanitizing our shipping facility &amp; storefront multiple times daily, we want to strongly encourage you to take your shopping experience with us online to err on the side of safety during this time of the COVID-19 season. @WHO ? https://t.co/zsjZ77vWTk",1
2591,2591,47543,,14-03-2020,"@LouisianaGov If you've banned public gatherings with a certain number of people, then why not do the same for retail stores and public businesses. We should not have to worry that 500 people will be gathered into one grocery store or business either. #co",1
2597,2597,47549,,14-03-2020,"There are people having food and groceries delivered who aren't tipping the driver.  If you feel so entitled as to demand that I face #coronavirus to bring you a box of cereal, for free, go fuck yourself.  #Dystopia #gigeconomy",1
2603,2603,47555,,14-03-2020,"Stock up on Food, Water and supplements like Selenium, Zinc, Vitamins C &amp; D3 to protect against the deadly CoronaVirus. Even Buffalo, NY is overflowing with covid-19
https://t.co/nGxRlo6Sz8
covid19 canadian bc vancouver victoria ubc bts exo fx kpop sfu fortnite bcit uvic richmond https://t.co/HL2SJdVoKK",1
2604,2604,47556,,14-03-2020,"Stock up on 3 months worth of Food &amp; Water quickly. During this covid-19 Pandemic, your gov't will only protect itself.
https://t.co/73AVEQFWD9
coronavirus tether tezos feminist christian catholic librarian stewardess lesbian transgener gay cook chef baker waitress clerk janitor https://t.co/kWQdN7TcsW",1
2608,2608,47560,Toronto On,14-03-2020,"ItÂs Saturday, IÂve braved the grocery store &amp; shoppers. IÂve washed my hands about 12 times already, I have a coffee in my hand sitting on the couch, &amp; my pets are WILDNÂ out as usual. Here is a glimpse of my live entertainment(&amp; my awful cackle)?. #Covid_19 relief tweet ????? https://t.co/aVNFicMe51",1
2609,2609,47561,"Orange County, CA",14-03-2020,"Shoutout to the grocery store workers for enduring mass hysteria. The healthcare workers at the front line. Also, maybe parents and the general public will appreciate and value educators more after weeks of school closures. #Covid_19",1
2610,2610,47562,"London, England",14-03-2020,"Just Went to the #supermarket for some bits, it's like an #Apocalyptic film. I've not seen anything like this in my entire life. #scary #CoronaVirus #Covid_19",1
2611,2611,47563,Chesapeake region,14-03-2020,"IÂve broken many of the #COVID2019 #COVID?19 #COVID19US health tips/guidelines for keeping one safe. Touching face, rubbing eyes, wiping mouth w/hand ??Shopping w/hundreds of folks trying to stock up on food, etc ??Totally not thinking; sad on all levels!",1
2613,2613,47565,Harare,14-03-2020,"Zimbabweans ?? won't even be able to stock food in case of self isolation. Not enough money to buy, not enough food.
Only God can save us.
We need more of you Lord.
#coronavirus

Our Help comes from the Lord, who made heaven and earth.

Let us entreat the Lord for salvation.",1
2615,2615,47567,U-S-A,14-03-2020,"A friend who works retail said a co-worker of hers was ""lucky"" enough to get two containers of disinfecting wipes. He stopped to get gas for his car. Upon returning after paying in the store, discovered the wipes were gone but, his $1000 phone was still in the car! #Covid-19",1
2616,2616,47568,United States,14-03-2020,"Went to Costco, Rona, Walmart, Dollar Tree, Super Store, Shoppers and Walmart. All were out of Toilet Paper, Lysol Wipes, Paper Towel, Tissue, Chicken, Pasta and canned food.

Finally, went to an Asian Store and was able to stock up on all items other than Wipes.#coronavirus",1
2619,2619,47571,T.O & GTA??,14-03-2020,"I usually go to the grocery store Saturday morning at around 9:00 but today arrived at 7:30am-no milk,bread,toilet paper, pasta,frozen vegetables! But picked up lots of cookies lol? I WILL SURVIVE #COVID2019 https://t.co/GnU2tQO3JS",1
2622,2622,47574,,14-03-2020,"Mf government officials saying to stock up on food and resources, and all we got is bath and body works hand sanitizers, a swifter, ice cream, half a bag of pizza rolls, a corner of kool aid, and spaghetti noodles ?.. BRUH ? #coronavirus",1
2623,2623,47575,"Chattanooga, TN",14-03-2020,About to walk into the grocery store like... #maytheoddsbeeverinyourfavor #Covid_19 #coronavirus https://t.co/6TjApYMN9P,1
2630,2630,47582,New York,14-03-2020,I donÂt understand the toilet paper madness. WouldnÂt you rather stock up with hand soap and perishable food?  #COVID19 #coronavirus,1
2633,2633,47585,"Phoenix, AZ",14-03-2020,"My local store has more than enough food and toiletries. Everything's in stock. Except TP and tissues. 

Is this some kind of inside joke that the whole world is in on, except me?

#COVID2019 #coronapocalypse #coronavirus #panicbuying #toiletpapercrisis #tissues #InsideJoke https://t.co/UV1Apq6IC8",1
2634,2634,47586,,14-03-2020,"Just like in Europe #Italy #Spain &amp; many more countrys, we should start protecting our groceryÂs store : @Safeway @CalmartNV #CostcoPanicBuying . We should have either the @CalistogaPOA @StHelenaCA @USNationalGuard securing our basic food needs for the long days ahead #Covid_19 https://t.co/25hjjICgzx",1
2638,2638,47590,"Rimini, Emilia Romagna",14-03-2020,"So a girl's father results positive to the #coronavirus #Covid_19, she is said to stay at home in quarantine and what's the next thing she does? 

She goes to a fucking supermarket.

No wonder the spread'll never end, you cock-sucking idiots.",1
2639,2639,47591,New Delhi,14-03-2020,"Avoiding Online Shopping Portals From China Thanks To COVID-19?
 https://t.co/2TS5gN9Zv5 via @shethepeople",1
2640,2640,47592,"London, England",14-03-2020,"Businesses with existing logistics and delivery operations can either exploit the oppertunity or support the consumer.
What approach will your business take?
#coronavirus",1
2641,2641,47593,The Mosh Pit,14-03-2020,People are wiping out grocery stores in #BoiseIdaho if you are elderly or have family that are elderly who cant quickly run to shops. My friends can do store runs for you. We dont want vulnerable people exposed to #coronavirus,1
2642,2642,47594,"Atlanta, GA",14-03-2020,"Maybe #coronavirus will finally convince us that in addition to shopping online, we can also do school/work/church online and simultaneously save the planet with a sudden massive reduction in pollution #GreenNewDeal and prove the need for #NetNeutrality",1
2650,2650,47602,"Los Angeles, CA",14-03-2020,Do my dad just Faced Times me from our local grocery store. The shelves are pushed over moved empty and looks like it was robbed! #COVID2019,1
2651,2651,47603,"Sturbridge, Massachusetts ",14-03-2020,"Remember not all families have the ability to stock up, and missing a school breakfast or lunch is not something that can easily be replaced at home. IÂm donating this food to AYFS in the hopes that it can get to the people who need it, if needed. #covid19 #coronavirus https://t.co/ng1E0FXQQA",1
2653,2653,47605,,14-03-2020,@pwcdanica Thank you for replying.  I am just concerned that folks are going to go hungry.  There is panic buying; how do people who rely on public transport and friends protect themselves fm covid-19 &amp; get food?  Libraries are closed= no computer acc,1
